subset_id,record_set,draw_order,gm_id
885,NF28,6,NF8208252
885,NF28,7,NF8201601
885,NF28,8,NF8201811
885,NF28,9,NF8208252
886,FF22,0,HWA055-W
886,FF22,1,CHY059-V
886,FF22,2,PEL090
886,FF22,3,HWA055-W
886,FF22,4,CHY104-W
886,FF22,5,CHY104-W
886,FF22,6,BOL090
886,FF22,7,CHY059-V
886,FF22,8,TAP100-E
886,FF22,9,H-E11140
886,FFext,0,ARC000
886,FFext,1,ABBAR--T
886,FFext,2,CHY059-V
886,FFext,3,STM090
886,FFext,4,ILA027-E
886,FFext,5,ILA027-E
886,FFext,6,STM090
886,FFext,7,STM090
886,FFext,8,ABBAR--T
886,FFext,9,CH12000
886,NF28,0,NF8201601
886,NF28,1,NF8215041
886,NF28,2,NF8208022
886,NF28,3,NF8208211
886,NF28,4,NF8211652
886,NF28,5,NF8210631
886,NF28,6,NF8208211
886,NF28,7,NF8201262
886,NF28,8,NF8210631
886,NF28,9,NF8208252
887,FF22,0,184057
887,FF22,1,CHY104-W
887,FF22,2,CHY104-W
887,FF22,3,H-E11140
887,FF22,4,TAP100-E
887,FF22,5,TAP100-E
887,FF22,6,CHY104-W
887,FF22,7,LOS270
887,FF22,8,H-E11140
887,FF22,9,BOL090
887,FFext,0,ABBAR--T
887,FFext,1,ARC000
887,FFext,2,CH12000
887,FFext,3,STM090
887,FFext,4,ILA027-N
887,FFext,5,CH12000
887,FFext,6,H-DLTDWN
887,FFext,7,H-DLTDWN
887,FFext,8,ARC000
887,FFext,9,ILA027-N
887,NF28,0,NF8208252
887,NF28,1,NF8202922
887,NF28,2,NF8211652
887,NF28,3,NF8201811
887,NF28,4,NF8201601
887,NF28,5,NF8201262
887,NF28,6,NF8201601
887,NF28,7,NF8215041
887,NF28,8,NF8201601
887,NF28,9,NF8211652
888,FF22,0,HWA055-W
888,FF22,1,BOL090
888,FF22,2,H-E11140
888,FF22,3,PEL090
888,FF22,4,TAP100-E
888,FF22,5,H-E11140
888,FF22,6,BOL090
888,FF22,7,PEL090
888,FF22,8,TAP100-E
888,FF22,9,CHY059-V
888,FFext,0,PEL180
888,FFext,1,STM360
888,FFext,2,CH12000
888,FFext,3,CH12000
888,FFext,4,CHY059-V
888,FFext,5,ABBAR--T
888,FFext,6,ILA027-E
888,FFext,7,H-DLTDWN
888,FFext,8,ILA027-E
888,FFext,9,CH12000
888,NF28,0,NF8201601
888,NF28,1,NF8208022
888,NF28,2,NF8211652
888,NF28,3,NF8215041
888,NF28,4,NF8208211
888,NF28,5,NF8215041
888,NF28,6,NF8201811
888,NF28,7,NF8201262
888,NF28,8,NF8201601
888,NF28,9,NF8208252
889,FF22,0,BOL090
889,FF22,1,184057
889,FF22,2,CHY104-W
889,FF22,3,CHY104-W
889,FF22,4,TAP100-E
889,FF22,5,H-E11140
889,FF22,6,HWA055-W
889,FF22,7,184057
889,FF22,8,LOS270
889,FF22,9,JOS090
889,FFext,0,PEL180
889,FFext,1,H-DLTDWN
889,FFext,2,STM360
889,FFext,3,ARC000
889,FFext,4,PEL180
889,FFext,5,STM360
889,FFext,6,H-DLTDWN
889,FFext,7,ABBAR--T
889,FFext,8,H-DLTDWN
889,FFext,9,PEL180
889,NF28,0,NF8215041
889,NF28,1,NF8201262
889,NF28,2,NF8201811
889,NF28,3,NF8215041
889,NF28,4,NF8202922
889,NF28,5,NF8211652
889,NF28,6,NF8201601
889,NF28,7,NF8208211
889,NF28,8,NF8202922
889,NF28,9,NF8202922
890,FF22,0,BOL090
890,FF22,1,CHY059-V
890,FF22,2,HWA055-W
890,FF22,3,H-E11140
890,FF22,4,CHY104-W
890,FF22,5,CHY059-V
890,FF22,6,HWA055-W
890,FF22,7,TAP100-E
890,FF22,8,H-E11140
890,FF22,9,CHY104-W
890,FFext,0,STM090
890,FFext,1,STM090
890,FFext,2,STM360
890,FFext,3,PEL180
890,FFext,4,ABBAR--T
890,FFext,5,CH12000
890,FFext,6,ABBAR--T
890,FFext,7,STM360
890,FFext,8,ILA027-N
890,FFext,9,CHY059-V
890,NF28,0,NF8210631
890,NF28,1,NF8211652
890,NF28,2,NF8201262
890,NF28,3,NF8215041
890,NF28,4,NF8208022
890,NF28,5,NF8202922
890,NF28,6,NF8208211
890,NF28,7,NF8201262
890,NF28,8,NF8208252
890,NF28,9,NF8208022
891,FF22,0,CHY059-V
891,FF22,1,JOS090
891,FF22,2,TAP100-E
891,FF22,3,TAP100-E
891,FF22,4,CHY059-V
891,FF22,5,BOL090
891,FF22,6,184057
891,FF22,7,PEL090
891,FF22,8,H-E11140
891,FF22,9,CHY059-V
891,FFext,0,STM090
891,FFext,1,CH12000
891,FFext,2,H-DLTDWN
891,FFext,3,PEL180
891,FFext,4,STM090
891,FFext,5,STM360
891,FFext,6,STM090
891,FFext,7,ABBAR--T
891,FFext,8,CH12000
891,FFext,9,CH12000
891,NF28,0,NF8208022
891,NF28,1,NF8201262
891,NF28,2,NF8201811
891,NF28,3,NF8215041
891,NF28,4,NF8201811
891,NF28,5,NF8201262
891,NF28,6,NF8210631
891,NF28,7,NF8208022
891,NF28,8,NF8208211
891,NF28,9,NF8215041
892,FF22,0,JOS090
892,FF22,1,PEL090
892,FF22,2,HWA055-W
892,FF22,3,LOS270
892,FF22,4,LOS270
892,FF22,5,PEL090
892,FF22,6,184057
892,FF22,7,CHY104-W
892,FF22,8,184057
892,FF22,9,184057
892,FFext,0,ILA027-N
892,FFext,1,STM360
892,FFext,2,STM090
892,FFext,3,ARC000
892,FFext,4,ILA027-E
892,FFext,5,ILA027-N
892,FFext,6,STM090
892,FFext,7,ABBAR--T
892,FFext,8,CHY059-V
892,FFext,9,ABBAR--T
892,NF28,0,NF8202922
892,NF28,1,NF8215041
892,NF28,2,NF8215041
892,NF28,3,NF8208211
892,NF28,4,NF8202922
892,NF28,5,NF8201601
892,NF28,6,NF8201811
892,NF28,7,NF8201262
892,NF28,8,NF8210631
892,NF28,9,NF8208211
893,FF22,0,PEL090
893,FF22,1,TAP100-E
893,FF22,2,JOS090
893,FF22,3,CHY059-V
893,FF22,4,CHY104-W
893,FF22,5,HWA055-W
893,FF22,6,LOS270
893,FF22,7,CHY059-V
893,FF22,8,BOL090
893,FF22,9,CHY059-V
893,FFext,0,ILA027-E
893,FFext,1,ARC000
893,FFext,2,STM090
893,FFext,3,ILA027-N
893,FFext,4,ARC000
893,FFext,5,STM360
893,FFext,6,PEL180
893,FFext,7,ABBAR--T
893,FFext,8,PEL180
893,FFext,9,PEL180
893,NF28,0,NF8211652
893,NF28,1,NF8210631
893,NF28,2,NF8202922
893,NF28,3,NF8201811
893,NF28,4,NF8201262
893,NF28,5,NF8208211
893,NF28,6,NF8208211
893,NF28,7,NF8210631
893,NF28,8,NF8208211
893,NF28,9,NF8215041
894,FF22,0,LOS270
894,FF22,1,H-E11140
894,FF22,2,184057
894,FF22,3,H-E11140
894,FF22,4,BOL090
894,FF22,5,HWA055-W
894,FF22,6,PEL090
894,FF22,7,PEL090
894,FF22,8,BOL090
894,FF22,9,LOS270
894,FFext,0,ILA027-N
894,FFext,1,PEL180
894,FFext,2,CH12000
894,FFext,3,STM360
894,FFext,4,ILA027-E
894,FFext,5,ARC000
894,FFext,6,STM360
894,FFext,7,CHY059-V
894,FFext,8,H-DLTDWN
894,FFext,9,ABBAR--T
894,NF28,0,NF8210631
894,NF28,1,NF8201262
894,NF28,2,NF8201601
894,NF28,3,NF8202922
894,NF28,4,NF8211652
894,NF28,5,NF8201811
894,NF28,6,NF8215041
894,NF28,7,NF8202922
894,NF28,8,NF8201811
894,NF28,9,NF8208211
895,FF22,0,LOS270
895,FF22,1,184057
895,FF22,2,184057
895,FF22,3,TAP100-E
895,FF22,4,184057
895,FF22,5,JOS090
895,FF22,6,LOS270
895,FF22,7,LOS270
895,FF22,8,JOS090
895,FF22,9,HWA055-W
895,FFext,0,STM090
895,FFext,1,ILA027-E
895,FFext,2,CHY059-V
895,FFext,3,STM360
895,FFext,4,ILA027-E
895,FFext,5,STM090
895,FFext,6,STM360
895,FFext,7,STM360
895,FFext,8,H-DLTDWN
895,FFext,9,ARC000
895,NF28,0,NF8215041
895,NF28,1,NF8201601
895,NF28,2,NF8210631
895,NF28,3,NF8201811
895,NF28,4,NF8208252
895,NF28,5,NF8211652
895,NF28,6,NF8208211
895,NF28,7,NF8201811
895,NF28,8,NF8215041
895,NF28,9,NF8202922
896,FF22,0,H-E11140
896,FF22,1,LOS270
896,FF22,2,TAP100-E
896,FF22,3,JOS090
896,FF22,4,HWA055-W
896,FF22,5,PEL090
896,FF22,6,184057
896,FF22,7,CHY104-W
896,FF22,8,HWA055-W
896,FF22,9,H-E11140
896,FFext,0,ILA027-E
896,FFext,1,ARC000
896,FFext,2,CHY059-V
896,FFext,3,STM360
896,FFext,4,CHY059-V
896,FFext,5,ILA027-E
896,FFext,6,CHY059-V
896,FFext,7,ABBAR--T
896,FFext,8,STM090
896,FFext,9,CH12000
896,NF28,0,NF8210631
896,NF28,1,NF8215041
896,NF28,2,NF8201811
896,NF28,3,NF8211652
896,NF28,4,NF8208252
896,NF28,5,NF8210631
896,NF28,6,NF8201811
896,NF28,7,NF8201262
896,NF28,8,NF8201262
896,NF28,9,NF8210631
897,FF22,0,JOS090
897,FF22,1,PEL090
897,FF22,2,PEL090
897,FF22,3,CHY104-W
897,FF22,4,TAP100-E
897,FF22,5,H-E11140
897,FF22,6,PEL090
897,FF22,7,PEL090
897,FF22,8,BOL090
897,FF22,9,H-E11140
897,FFext,0,CHY059-V
897,FFext,1,STM090
897,FFext,2,ILA027-N
897,FFext,3,CH12000
897,FFext,4,ILA027-N
897,FFext,5,ILA027-E
897,FFext,6,ARC000
897,FFext,7,H-DLTDWN
897,FFext,8,ARC000
897,FFext,9,CHY059-V
897,NF28,0,NF8201601
897,NF28,1,NF8201601
897,NF28,2,NF8208211
897,NF28,3,NF8202922
897,NF28,4,NF8215041
897,NF28,5,NF8208252
897,NF28,6,NF8208252
897,NF28,7,NF8208022
897,NF28,8,NF8201601
897,NF28,9,NF8201262
898,FF22,0,HWA055-W
898,FF22,1,PEL090
898,FF22,2,CHY059-V
898,FF22,3,PEL090
898,FF22,4,HWA055-W
898,FF22,5,CHY104-W
898,FF22,6,BOL090
898,FF22,7,H-E11140
898,FF22,8,HWA055-W
898,FF22,9,PEL090
898,FFext,0,ILA027-N
898,FFext,1,PEL180
898,FFext,2,CH12000
898,FFext,3,ILA027-E
898,FFext,4,H-DLTDWN
898,FFext,5,ARC000
898,FFext,6,STM090
898,FFext,7,PEL180
898,FFext,8,ABBAR--T
898,FFext,9,ILA027-E
898,NF28,0,NF8201262
898,NF28,1,NF8201601
898,NF28,2,NF8210631
898,NF28,3,NF8202922
898,NF28,4,NF8201811
898,NF28,5,NF8211652
898,NF28,6,NF8201601
898,NF28,7,NF8201601
898,NF28,8,NF8208211
898,NF28,9,NF8202922
899,FF22,0,JOS090
899,FF22,1,H-E11140
899,FF22,2,PEL090
899,FF22,3,HWA055-W
899,FF22,4,184057
899,FF22,5,BOL090
899,FF22,6,TAP100-E
899,FF22,7,LOS270
899,FF22,8,PEL090
899,FF22,9,CHY059-V
899,FFext,0,ILA027-N
899,FFext,1,STM360
899,FFext,2,ARC000
899,FFext,3,CH12000
899,FFext,4,ABBAR--T
899,FFext,5,H-DLTDWN
899,FFext,6,ABBAR--T
899,FFext,7,STM360
899,FFext,8,CHY059-V
899,FFext,9,CH12000
899,NF28,0,NF8208252
899,NF28,1,NF8211652
899,NF28,2,NF8215041
899,NF28,3,NF8208022
899,NF28,4,NF8208252
899,NF28,5,NF8210631
899,NF28,6,NF8211652
899,NF28,7,NF8210631
899,NF28,8,NF8201262
899,NF28,9,NF8211652
900,FF22,0,CHY059-V
900,FF22,1,PEL090
900,FF22,2,TAP100-E
900,FF22,3,H-E11140
900,FF22,4,CHY104-W
900,FF22,5,TAP100-E
900,FF22,6,PEL090
900,FF22,7,HWA055-W
900,FF22,8,JOS090
900,FF22,9,TAP100-E
900,FFext,0,CH12000
900,FFext,1,ILA027-N
900,FFext,2,PEL180
900,FFext,3,CH12000
900,FFext,4,STM360
900,FFext,5,H-DLTDWN
900,FFext,6,ARC000
900,FFext,7,STM360
900,FFext,8,ARC000
900,FFext,9,CHY059-V
900,NF28,0,NF8201811
900,NF28,1,NF8201601
900,NF28,2,NF8211652
900,NF28,3,NF8208211
900,NF28,4,NF8211652
900,NF28,5,NF8210631
900,NF28,6,NF8211652
900,NF28,7,NF8201601
900,NF28,8,NF8215041
900,NF28,9,NF8210631
901,FF22,0,TAP100-E
901,FF22,1,H-E11140
901,FF22,2,LOS270
901,FF22,3,184057
901,FF22,4,CHY059-V
901,FF22,5,184057
901,FF22,6,CHY104-W
901,FF22,7,BOL090
901,FF22,8,TAP100-E
901,FF22,9,PEL090
901,FFext,0,CHY059-V
901,FFext,1,STM360
901,FFext,2,ABBAR--T
901,FFext,3,PEL180
901,FFext,4,H-DLTDWN
901,FFext,5,ILA027-E
901,FFext,6,PEL180
901,FFext,7,ILA027-N
901,FFext,8,CHY059-V
901,FFext,9,CH12000
901,NF28,0,NF8201262
901,NF28,1,NF8201262
901,NF28,2,NF8201811
901,NF28,3,NF8215041
901,NF28,4,NF8208252
901,NF28,5,NF8208022
901,NF28,6,NF8208022
901,NF28,7,NF8201601
901,NF28,8,NF8208252
901,NF28,9,NF8208252
902,FF22,0,PEL090
902,FF22,1,BOL090
902,FF22,2,BOL090
902,FF22,3,184057
902,FF22,4,HWA055-W
902,FF22,5,JOS090
902,FF22,6,TAP100-E
902,FF22,7,BOL090
902,FF22,8,HWA055-W
902,FF22,9,BOL090
902,FFext,0,ARC000
902,FFext,1,ILA027-E
902,FFext,2,STM090
902,FFext,3,ILA027-E
902,FFext,4,ARC000
902,FFext,5,CHY059-V
902,FFext,6,ILA027-E
902,FFext,7,ARC000
902,FFext,8,ABBAR--T
902,FFext,9,H-DLTDWN
902,NF28,0,NF8208252
902,NF28,1,NF8210631
902,NF28,2,NF8215041
902,NF28,3,NF8201601
902,NF28,4,NF8215041
902,NF28,5,NF8201262
902,NF28,6,NF8201262
902,NF28,7,NF8211652
902,NF28,8,NF8208252
902,NF28,9,NF8208022
903,FF22,0,CHY059-V
903,FF22,1,CHY104-W
903,FF22,2,JOS090
903,FF22,3,TAP100-E
903,FF22,4,HWA055-W
903,FF22,5,H-E11140
903,FF22,6,CHY059-V
903,FF22,7,H-E11140
903,FF22,8,CHY104-W
903,FF22,9,JOS090
903,FFext,0,STM360
903,FFext,1,PEL180
903,FFext,2,CH12000
903,FFext,3,PEL180
903,FFext,4,CH12000
903,FFext,5,ILA027-E
903,FFext,6,CH12000
903,FFext,7,PEL180
903,FFext,8,H-DLTDWN
903,FFext,9,STM090
903,NF28,0,NF8202922
903,NF28,1,NF8208022
903,NF28,2,NF8208022
903,NF28,3,NF8201601
903,NF28,4,NF8201811
903,NF28,5,NF8211652
903,NF28,6,NF8208252
903,NF28,7,NF8211652
903,NF28,8,NF8208022
903,NF28,9,NF8208252
904,FF22,0,CHY059-V
904,FF22,1,CHY104-W
904,FF22,2,LOS270
904,FF22,3,CHY059-V
904,FF22,4,BOL090
904,FF22,5,PEL090
904,FF22,6,CHY104-W
904,FF22,7,184057
904,FF22,8,CHY104-W
904,FF22,9,PEL090
904,FFext,0,CH12000
904,FFext,1,ILA027-E
904,FFext,2,H-DLTDWN
904,FFext,3,STM360
904,FFext,4,ARC000
904,FFext,5,ILA027-N
904,FFext,6,ARC000
904,FFext,7,PEL180
904,FFext,8,CHY059-V
904,FFext,9,STM360
904,NF28,0,NF8201262
904,NF28,1,NF8201601
904,NF28,2,NF8202922
904,NF28,3,NF8208022
904,NF28,4,NF8201262
904,NF28,5,NF8211652
904,NF28,6,NF8208211
904,NF28,7,NF8201262
904,NF28,8,NF8208252
904,NF28,9,NF8201601
905,FF22,0,LOS270
905,FF22,1,PEL090
905,FF22,2,PEL090
905,FF22,3,BOL090
905,FF22,4,CHY059-V
905,FF22,5,TAP100-E
905,FF22,6,LOS270
905,FF22,7,JOS090
905,FF22,8,HWA055-W
905,FF22,9,184057
905,FFext,0,CH12000
905,FFext,1,PEL180
905,FFext,2,ILA027-N
905,FFext,3,CH12000
905,FFext,4,PEL180
905,FFext,5,ARC000
905,FFext,6,CHY059-V
905,FFext,7,STM360
905,FFext,8,CHY059-V
905,FFext,9,ARC000
905,NF28,0,NF8210631
905,NF28,1,NF8210631
905,NF28,2,NF8201262
905,NF28,3,NF8208252
905,NF28,4,NF8208211
905,NF28,5,NF8202922
905,NF28,6,NF8202922
905,NF28,7,NF8215041
905,NF28,8,NF8201601
905,NF28,9,NF8201811
906,FF22,0,JOS090
906,FF22,1,CHY104-W
906,FF22,2,TAP100-E
906,FF22,3,CHY059-V
906,FF22,4,CHY104-W
906,FF22,5,CHY104-W
906,FF22,6,BOL090
906,FF22,7,PEL090
906,FF22,8,184057
906,FF22,9,PEL090
906,FFext,0,STM090
906,FFext,1,CH12000
906,FFext,2,PEL180
906,FFext,3,STM360
906,FFext,4,CHY059-V
906,FFext,5,STM360
906,FFext,6,CH12000
906,FFext,7,CH12000
906,FFext,8,H-DLTDWN
906,FFext,9,ABBAR--T
906,NF28,0,NF8202922
906,NF28,1,NF8215041
906,NF28,2,NF8208211
906,NF28,3,NF8202922
906,NF28,4,NF8210631
906,NF28,5,NF8208211
906,NF28,6,NF8201601
906,NF28,7,NF8201601
906,NF28,8,NF8201811
906,NF28,9,NF8201601
907,FF22,0,TAP100-E
907,FF22,1,TAP100-E
907,FF22,2,CHY104-W
907,FF22,3,PEL090
907,FF22,4,184057
907,FF22,5,184057
907,FF22,6,H-E11140
907,FF22,7,JOS090
907,FF22,8,CHY104-W
907,FF22,9,LOS270
907,FFext,0,CHY059-V
907,FFext,1,ILA027-N
907,FFext,2,CHY059-V
907,FFext,3,ILA027-N
907,FFext,4,CH12000
907,FFext,5,ABBAR--T
907,FFext,6,CHY059-V
907,FFext,7,H-DLTDWN
907,FFext,8,H-DLTDWN
907,FFext,9,ILA027-E
907,NF28,0,NF8208252
907,NF28,1,NF8202922
907,NF28,2,NF8211652
907,NF28,3,NF8211652
907,NF28,4,NF8201601
907,NF28,5,NF8210631
907,NF28,6,NF8201811
907,NF28,7,NF8210631
907,NF28,8,NF8208252
907,NF28,9,NF8202922
908,FF22,0,LOS270
908,FF22,1,BOL090
908,FF22,2,TAP100-E
908,FF22,3,184057
908,FF22,4,JOS090
908,FF22,5,JOS090
908,FF22,6,CHY104-W
908,FF22,7,PEL090
908,FF22,8,CHY104-W
908,FF22,9,JOS090
908,FFext,0,PEL180
908,FFext,1,H-DLTDWN
908,FFext,2,ARC000
908,FFext,3,ILA027-N
908,FFext,4,ABBAR--T
908,FFext,5,STM360
908,FFext,6,CHY059-V
908,FFext,7,CH12000
908,FFext,8,H-DLTDWN
908,FFext,9,ARC000
908,NF28,0,NF8210631
908,NF28,1,NF8201811
908,NF28,2,NF8201262
908,NF28,3,NF8211652
908,NF28,4,NF8202922
908,NF28,5,NF8201811
908,NF28,6,NF8210631
908,NF28,7,NF8201262
908,NF28,8,NF8208022
908,NF28,9,NF8201811
909,FF22,0,JOS090
909,FF22,1,H-E11140
909,FF22,2,CHY059-V
909,FF22,3,PEL090
909,FF22,4,TAP100-E
909,FF22,5,HWA055-W
909,FF22,6,H-E11140
909,FF22,7,184057
909,FF22,8,CHY104-W
909,FF22,9,CHY104-W
909,FFext,0,PEL180
909,FFext,1,STM360
909,FFext,2,STM090
909,FFext,3,PEL180
909,FFext,4,PEL180
909,FFext,5,ARC000
909,FFext,6,PEL180
909,FFext,7,CH12000
909,FFext,8,H-DLTDWN
909,FFext,9,ILA027-E
909,NF28,0,NF8201811
909,NF28,1,NF8202922
909,NF28,2,NF8208252
909,NF28,3,NF8215041
909,NF28,4,NF8202922
909,NF28,5,NF8208022
909,NF28,6,NF8211652
909,NF28,7,NF8201811
909,NF28,8,NF8211652
909,NF28,9,NF8202922
910,FF22,0,CHY104-W
910,FF22,1,JOS090
910,FF22,2,JOS090
910,FF22,3,HWA055-W
910,FF22,4,LOS270
910,FF22,5,CHY059-V
910,FF22,6,JOS090
910,FF22,7,TAP100-E
910,FF22,8,JOS090
910,FF22,9,LOS270
910,FFext,0,STM360
910,FFext,1,ILA027-E
910,FFext,2,CHY059-V
910,FFext,3,STM090
910,FFext,4,ILA027-E
910,FFext,5,STM090
910,FFext,6,STM090
910,FFext,7,CH12000
910,FFext,8,H-DLTDWN
910,FFext,9,STM360
910,NF28,0,NF8208252
910,NF28,1,NF8201811
910,NF28,2,NF8201262
910,NF28,3,NF8201601
910,NF28,4,NF8201262
910,NF28,5,NF8208211
910,NF28,6,NF8215041
910,NF28,7,NF8210631
910,NF28,8,NF8201811
910,NF28,9,NF8208211
911,FF22,0,PEL090
911,FF22,1,PEL090
911,FF22,2,CHY104-W
911,FF22,3,TAP100-E
911,FF22,4,BOL090
911,FF22,5,CHY104-W
911,FF22,6,JOS090
911,FF22,7,HWA055-W
911,FF22,8,PEL090
911,FF22,9,LOS270
911,FFext,0,STM360
911,FFext,1,ILA027-N
911,FFext,2,ILA027-E
911,FFext,3,PEL180
911,FFext,4,ILA027-N
911,FFext,5,ABBAR--T
911,FFext,6,H-DLTDWN
911,FFext,7,CH12000
911,FFext,8,PEL180
911,FFext,9,STM090
911,NF28,0,NF8208211
911,NF28,1,NF8215041
911,NF28,2,NF8211652
911,NF28,3,NF8208252
911,NF28,4,NF8202922
911,NF28,5,NF8201262
911,NF28,6,NF8201811
911,NF28,7,NF8202922
911,NF28,8,NF8201262
911,NF28,9,NF8211652
912,FF22,0,PEL090
912,FF22,1,HWA055-W
912,FF22,2,HWA055-W
912,FF22,3,BOL090
912,FF22,4,BOL090
912,FF22,5,LOS270
912,FF22,6,JOS090
912,FF22,7,LOS270
912,FF22,8,PEL090
912,FF22,9,JOS090
912,FFext,0,PEL180
912,FFext,1,PEL180
912,FFext,2,CH12000
912,FFext,3,H-DLTDWN
912,FFext,4,ARC000
912,FFext,5,H-DLTDWN
912,FFext,6,ILA027-E
912,FFext,7,CH12000
912,FFext,8,CHY059-V
912,FFext,9,ABBAR--T
912,NF28,0,NF8215041
912,NF28,1,NF8208022
912,NF28,2,NF8201262
912,NF28,3,NF8201601
912,NF28,4,NF8202922
912,NF28,5,NF8215041
912,NF28,6,NF8210631
912,NF28,7,NF8210631
912,NF28,8,NF8210631
912,NF28,9,NF8202922
913,FF22,0,PEL090
913,FF22,1,JOS090
913,FF22,2,184057
913,FF22,3,TAP100-E
913,FF22,4,184057
913,FF22,5,BOL090
913,FF22,6,TAP100-E
913,FF22,7,BOL090
913,FF22,8,184057
913,FF22,9,BOL090
913,FFext,0,ILA027-E
913,FFext,1,STM360
913,FFext,2,ILA027-N
913,FFext,3,CHY059-V
913,FFext,4,H-DLTDWN
913,FFext,5,ILA027-N
913,FFext,6,STM090
913,FFext,7,STM090
913,FFext,8,PEL180
913,FFext,9,STM090
913,NF28,0,NF8210631
913,NF28,1,NF8201811
913,NF28,2,NF8202922
913,NF28,3,NF8201262
913,NF28,4,NF8202922
913,NF28,5,NF8201601
913,NF28,6,NF8201262
913,NF28,7,NF8208252
913,NF28,8,NF8208252
913,NF28,9,NF8208252
914,FF22,0,BOL090
914,FF22,1,CHY104-W
914,FF22,2,TAP100-E
914,FF22,3,CHY104-W
914,FF22,4,CHY059-V
914,FF22,5,H-E11140
914,FF22,6,CHY059-V
914,FF22,7,H-E11140
914,FF22,8,PEL090
914,FF22,9,LOS270
914,FFext,0,STM360
914,FFext,1,STM360
914,FFext,2,H-DLTDWN
914,FFext,3,ARC000
914,FFext,4,ABBAR--T
914,FFext,5,ABBAR--T
914,FFext,6,PEL180
914,FFext,7,ABBAR--T
914,FFext,8,ILA027-N
914,FFext,9,ILA027-N
914,NF28,0,NF8208211
914,NF28,1,NF8201601
914,NF28,2,NF8202922
914,NF28,3,NF8201262
914,NF28,4,NF8208022
914,NF28,5,NF8201262
914,NF28,6,NF8201262
914,NF28,7,NF8201811
914,NF28,8,NF8208022
914,NF28,9,NF8201601
915,FF22,0,BOL090
915,FF22,1,BOL090
915,FF22,2,LOS270
915,FF22,3,H-E11140
915,FF22,4,JOS090
915,FF22,5,LOS270
915,FF22,6,HWA055-W
915,FF22,7,BOL090
915,FF22,8,H-E11140
915,FF22,9,H-E11140
915,FFext,0,CHY059-V
915,FFext,1,ABBAR--T
915,FFext,2,ILA027-N
915,FFext,3,ABBAR--T
915,FFext,4,H-DLTDWN
915,FFext,5,CHY059-V
915,FFext,6,ABBAR--T
915,FFext,7,CHY059-V
915,FFext,8,CHY059-V
915,FFext,9,PEL180
915,NF28,0,NF8202922
915,NF28,1,NF8208252
915,NF28,2,NF8210631
915,NF28,3,NF8208211
915,NF28,4,NF8201262
915,NF28,5,NF8202922
915,NF28,6,NF8215041
915,NF28,7,NF8208211
915,NF28,8,NF8201262
915,NF28,9,NF8211652
916,FF22,0,TAP100-E
916,FF22,1,H-E11140
916,FF22,2,H-E11140
916,FF22,3,HWA055-W
916,FF22,4,TAP100-E
916,FF22,5,TAP100-E
916,FF22,6,CHY059-V
916,FF22,7,CHY059-V
916,FF22,8,CHY104-W
916,FF22,9,CHY104-W
916,FFext,0,STM090
916,FFext,1,ARC000
916,FFext,2,H-DLTDWN
916,FFext,3,ILA027-N
916,FFext,4,ABBAR--T
916,FFext,5,ABBAR--T
916,FFext,6,ILA027-E
916,FFext,7,ILA027-E
916,FFext,8,STM360
916,FFext,9,STM360
916,NF28,0,NF8201811
916,NF28,1,NF8215041
916,NF28,2,NF8208022
916,NF28,3,NF8201811
916,NF28,4,NF8215041
916,NF28,5,NF8208211
916,NF28,6,NF8208022
916,NF28,7,NF8208022
916,NF28,8,NF8211652
916,NF28,9,NF8211652
917,FF22,0,184057
917,FF22,1,CHY104-W
917,FF22,2,HWA055-W
917,FF22,3,H-E11140
917,FF22,4,184057
917,FF22,5,BOL090
917,FF22,6,JOS090
917,FF22,7,BOL090
917,FF22,8,HWA055-W
917,FF22,9,CHY059-V
917,FFext,0,ILA027-E
917,FFext,1,CH12000
917,FFext,2,CHY059-V
917,FFext,3,ABBAR--T
917,FFext,4,STM360
917,FFext,5,STM090
917,FFext,6,STM090
917,FFext,7,STM090
917,FFext,8,ILA027-N
917,FFext,9,STM360
917,NF28,0,NF8208252
917,NF28,1,NF8210631
917,NF28,2,NF8202922
917,NF28,3,NF8215041
917,NF28,4,NF8215041
917,NF28,5,NF8208252
917,NF28,6,NF8202922
917,NF28,7,NF8202922
917,NF28,8,NF8208022
917,NF28,9,NF8201601
918,FF22,0,CHY059-V
918,FF22,1,184057
918,FF22,2,CHY059-V
918,FF22,3,LOS270
918,FF22,4,CHY104-W
918,FF22,5,LOS270
918,FF22,6,H-E11140
918,FF22,7,TAP100-E
918,FF22,8,LOS270
918,FF22,9,JOS090
918,FFext,0,PEL180
918,FFext,1,CH12000
918,FFext,2,CHY059-V
918,FFext,3,PEL180
918,FFext,4,CHY059-V
918,FFext,5,ARC000
918,FFext,6,ABBAR--T
918,FFext,7,H-DLTDWN
918,FFext,8,CH12000
918,FFext,9,STM090
918,NF28,0,NF8202922
918,NF28,1,NF8208022
918,NF28,2,NF8211652
918,NF28,3,NF8210631
918,NF28,4,NF8202922
918,NF28,5,NF8208252
918,NF28,6,NF8208252
918,NF28,7,NF8201811
918,NF28,8,NF8210631
918,NF28,9,NF8201262
919,FF22,0,BOL090
919,FF22,1,PEL090
919,FF22,2,184057
919,FF22,3,TAP100-E
919,FF22,4,CHY104-W
919,FF22,5,CHY059-V
919,FF22,6,BOL090
919,FF22,7,CHY104-W
919,FF22,8,184057
919,FF22,9,H-E11140
